stu_id,strat_id,psu,bystuwt,byses1,bytxmstd,bytxrstd,f2ps1lvl,first_pei,byses1_decile_wtd,byses1_percentile,bytxmstd_quintile_wtd,bytxmstd_quintile,bytxrstd_quintile_wtd,bytxrstd_quintile,first_pei_4yr
416220,416,"PSU 2",136.1844,.66,61.85,57.44,"At least 2, but less than 4 years","2-years",9,8,5,5,4,4,0
170213,170,"PSU 2",264.8349,.91,59.63,64.46,.d,.d,9,9,5,5,5,5,.d
138105,138,"PSU 1",217.3227,.83,62.4,71.61,.c,"no college",9,9,5,5,5,5,0
104201,104,"PSU 2",623.2104,.89,55.86,49.92,"Four or more years","4-years or more",9,9,4,4,3,3,1
191211,191,"PSU 2",341.4642,.89,61.53,60.27,"Four or more years","4-years or more",9,9,5,5,5,5,1
424202,424,"PSU 2",43.3113,.68,48.66,40.8,"Four or more years","4-years or more",9,8,3,3,1,1,1
113130,113,"PSU 1",151.5844,.74,55.26,55.59,.c,"no college",9,9,4,4,4,4,0
307121,307,"PSU 1",262.607,.71,60.15,61.14,"Four or more years","4-years or more",9,8,5,5,5,5,1
198117,198,"PSU 1",162.4497,.69,54.09,57.93,"At least 2, but less than 4 years","2-years",9,8,4,4,4,4,0
143216,143,"PSU 2",276.4593,.75,52.17,46.47,"At least 2, but less than 4 years","2-years",9,9,3,3,2,2,0
407221,407,"PSU 2",136.5458,.89,61.97,62.98,"Four or more years","4-years or more",9,9,5,5,5,5,1
212111,212,"PSU 1",267.3095,.68,63.81,62.25,.c,"no college",9,8,5,5,5,5,0
224105,224,"PSU 1",302.8115,.89,55.24,53.87,.c,"no college",9,9,4,4,4,4,0
370125,370,"PSU 1",197.6151,.93,62.04,57.32,"Four or more years","4-years or more",9,9,5,5,4,4,1
168205,168,"PSU 2",626.0215,.89,52.08,46.47,"Four or more years","4-years or more",9,9,3,3,2,2,1
363116,363,"PSU 1",53.8073,.71,68.98,73.34,"Four or more years","4-years or more",9,8,5,5,5,5,1
456117,456,"PSU 1",34.7224,.71,54.74,53.25,"Four or more years","4-years or more",9,8,4,4,4,3,1
354108,354,"PSU 1",401.7088,.72,56.11,56.95,"At least 2, but less than 4 years","2-years",9,8,4,4,4,4,0
395121,395,"PSU 1",56.7053,.8,49.94,54.11,.c,"no college",9,9,3,3,4,4,0
455120,455,"PSU 1",44.1013,.96,47.97,51.77,"Four or more years","4-years or more",9,9,3,2,3,3,1
412113,412,"PSU 1",56.087,.86,58.7,61.14,"Four or more years","4-years or more",9,9,4,4,5,5,1
277132,277,"PSU 1",112.5255,.82,53.9,57.69,"Four or more years","4-years or more",9,9,4,4,4,4,1
363106,363,"PSU 1",493.5602,.77,60.13,57.56,.c,"no college",9,9,5,5,4,4,0
142112,142,"PSU 1",240.8751,.76,52.84,49.68,.c,"no college",9,9,3,3,3,3,0
391116,391,"PSU 1",112.7553,.8,59.08,59.66,"Four or more years","4-years or more",9,9,5,4,5,5,1
331210,331,"PSU 2",190.5657,.89,63.68,69.52,"At least 2, but less than 4 years","2-years",9,9,5,5,5,5,0
191213,191,"PSU 2",223.2241,.83,40.33,38.09,"At least 2, but less than 4 years","2-years",9,9,1,1,1,1,0
199104,199,"PSU 1",247.4849,.72,41.32,50.17,"At least 2, but less than 4 years","2-years",9,8,1,1,3,3,0
330118,330,"PSU 1",252.6892,.9,59.68,54.73,"Four or more years","4-years or more",9,9,5,5,4,4,1
416110,416,"PSU 1",126.6123,.69,61.31,62.12,"Four or more years","4-years or more",9,8,5,5,5,5,1
434202,434,"PSU 2",8.4454,.82,41.9,47.83,.d,.d,9,9,2,1,3,2,.d
426332,426,"PSU 3",51.8944,.96,40.75,41.79,"Four or more years","4-years or more",9,9,1,1,2,1,1
190111,190,"PSU 1",144.9831,.91,56.28,49.8,"Less than 2-years","less than 2-years",9,9,4,4,3,3,0
229217,229,"PSU 2",267.058,.67,48.08,47.33,"Four or more years","4-years or more",9,8,3,2,2,2,1
408227,408,"PSU 2",44.3319,.73,62.25,61.14,.d,.d,9,9,5,5,5,5,.d
251208,251,"PSU 2",236.7453,.85,63.14,66.19,"Four or more years","4-years or more",9,9,5,5,5,5,1
436211,436,"PSU 2",27.4499,.77,62.58,56.33,"Four or more years","4-years or more",9,9,5,5,4,4,1
350109,350,"PSU 1",306.6889,.91,55,55.1,"Four or more years","4-years or more",9,9,4,4,4,4,1
217208,217,"PSU 2",61.4385,.82,46.09,35.75,"Four or more years","4-years or more",9,9,2,2,1,1,1
248202,248,"PSU 2",179.658,.96,48.1,51.89,"Four or more years","4-years or more",9,9,3,2,3,3,1
397216,397,"PSU 2",79.8098,.66,57.8,61.38,"Four or more years","4-years or more",9,8,4,4,5,5,1
433106,433,"PSU 1",187.7921,.89,42.42,52.14,.c,"no college",9,9,2,2,3,3,0
447206,447,"PSU 2",159.3506,.8,55.9,52.88,"At least 2, but less than 4 years","2-years",9,9,4,4,3,3,0
249206,249,"PSU 2",174.7763,.8,50.47,50.05,.c,"no college",9,9,3,3,3,3,0
122228,122,"PSU 2",143.6455,.68,56.43,50.17,"At least 2, but less than 4 years","2-years",9,8,4,4,3,3,0
115101,115,"PSU 1",195.7055,.69,39.86,39.94,.c,"no college",9,8,1,1,1,1,0
357228,357,"PSU 2",201.7402,.73,64.09,60.15,"Four or more years","4-years or more",9,9,5,5,5,5,1
421204,421,"PSU 2",125.2063,.66,61.79,61.88,"Four or more years","4-years or more",9,8,5,5,5,5,1
407106,407,"PSU 1",121.4733,.84,65.25,63.97,"Four or more years","4-years or more",9,9,5,5,5,5,1
352124,352,"PSU 1",248.7312,.66,41.47,28.97,"At least 2, but less than 4 years","2-years",9,8,2,1,1,1,0
196209,196,"PSU 2",250.4356,.86,34.76,34.77,.c,"no college",9,9,1,1,1,1,0
438217,438,"PSU 2",124.2798,.72,66.84,74.32,"Four or more years","4-years or more",9,8,5,5,5,5,1
356210,356,"PSU 2",587.9449,.77,62.95,68.65,"At least 2, but less than 4 years","2-years",9,9,5,5,5,5,0
352214,352,"PSU 2",189.5528,.74,74.37,66.8,"Four or more years","4-years or more",9,9,5,5,5,5,1
376228,376,"PSU 2",267.0845,.8,52.47,53.74,"At least 2, but less than 4 years","2-years",9,9,3,3,4,4,0
334220,334,"PSU 2",439.3024,.72,50.16,37.97,"At least 2, but less than 4 years","2-years",9,8,3,3,1,1,0
447115,447,"PSU 1",45.3921,.95,51.51,40.8,"Four or more years","4-years or more",9,9,3,3,1,1,1
372121,372,"PSU 1",164.241,.75,46.88,53.37,"At least 2, but less than 4 years","2-years",9,9,2,2,4,4,0
241124,241,"PSU 1",281.5827,.87,49.12,51.15,"At least 2, but less than 4 years","2-years",9,9,3,3,3,3,0
434231,434,"PSU 2",39.2624,.72,44.99,48.07,"Four or more years","4-years or more",9,8,2,2,3,2,1
376121,376,"PSU 1",157.9512,.7,55.59,52.63,"Four or more years","4-years or more",9,8,4,4,3,3,1
441212,441,"PSU 2",99.1335,.67,54.06,40.93,"Four or more years","4-years or more",9,8,4,4,1,1,1
126210,126,"PSU 2",321.744,.94,38.46,43.02,"At least 2, but less than 4 years","2-years",9,9,1,1,2,2,0
241113,241,"PSU 1",281.5827,.66,50.02,56.33,"Four or more years","4-years or more",9,8,3,3,4,4,1
451307,451,"PSU 3",182.3209,.74,50.29,45.36,"Four or more years","4-years or more",9,9,3,3,2,2,1
439117,439,"PSU 1",128.5447,.92,57.83,77.16,"Four or more years","4-years or more",9,9,4,4,5,5,1
265225,265,"PSU 2",203.4777,.66,58.2,49.43,"Four or more years","4-years or more",9,8,4,4,3,3,1
441206,441,"PSU 2",99.1335,.91,52.71,55.22,.d,.d,9,9,3,3,4,4,.d
153222,153,"PSU 2",163.0032,.72,64.21,63.72,"Four or more years","4-years or more",9,8,5,5,5,5,1
421108,421,"PSU 1",78.9267,.72,51.36,65.57,"Four or more years","4-years or more",9,8,3,3,5,5,1
264315,264,"PSU 3",243.2965,.93,62.14,61.88,"Four or more years","4-years or more",9,9,5,5,5,5,1
354205,354,"PSU 2",97.8308,.89,57.61,56.82,"At least 2, but less than 4 years","2-years",9,9,4,4,4,4,0
361112,361,"PSU 1",50.1016,.67,51.51,51.28,.d,.d,9,8,3,3,3,3,.d
113120,113,"PSU 1",151.5844,.75,58.76,54.48,"Four or more years","4-years or more",9,9,4,4,4,4,1
439212,439,"PSU 2",105.8656,.77,71.53,63.48,"Four or more years","4-years or more",9,9,5,5,5,5,1
395215,395,"PSU 2",77.0496,.68,49.3,43.76,"Four or more years","4-years or more",9,8,3,3,2,2,1
422205,422,"PSU 2",187.4666,.7,42.95,44.38,"Four or more years","4-years or more",9,8,2,2,2,2,1
174214,174,"PSU 2",141.4905,.78,52.55,55.22,"Four or more years","4-years or more",9,9,3,3,4,4,1
207211,207,"PSU 2",448.7846,.81,55.11,70.87,"Four or more years","4-years or more",9,9,4,4,5,5,1
166101,166,"PSU 1",559.8177,.73,64.33,70.75,"Four or more years","4-years or more",9,9,5,5,5,5,1
212103,212,"PSU 1",262.1435,.75,63.66,68.65,"At least 2, but less than 4 years","2-years",9,9,5,5,5,5,0
304123,304,"PSU 1",93.5004,.7,54.97,56.21,"At least 2, but less than 4 years","2-years",9,8,4,4,4,4,0
223118,223,"PSU 1",238.4894,.75,58.26,62.25,"Four or more years","4-years or more",9,9,4,4,5,5,1
442220,442,"PSU 2",80.1272,.75,60.04,60.27,"Four or more years","4-years or more",9,9,5,5,5,5,1
380102,380,"PSU 1",94.5946,.89,60.13,53,"Four or more years","4-years or more",9,9,5,5,4,3,1
455212,455,"PSU 2",74.8111,.91,50.32,66.44,"Four or more years","4-years or more",9,9,3,3,5,5,1
436307,436,"PSU 3",27.5546,.96,59.78,46.72,"Four or more years","4-years or more",9,9,5,5,2,2,1
308328,308,"PSU 3",151.2524,.75,66.44,60.77,"Four or more years","4-years or more",9,9,5,5,5,5,1
405110,405,"PSU 1",69.5699,.87,56.83,70.62,"Four or more years","4-years or more",9,9,4,4,5,5,1
134114,134,"PSU 1",27.0874,.65,53.06,51.4,"Four or more years","4-years or more",9,8,4,3,3,3,1
425232,425,"PSU 2",32.5817,.93,48.26,52.14,"Four or more years","4-years or more",9,9,3,2,3,3,1
193110,193,"PSU 1",310.8433,.72,49.52,44.5,"At least 2, but less than 4 years","2-years",9,8,3,3,2,2,0
337101,337,"PSU 1",355.1802,.96,60.11,69.64,"Four or more years","4-years or more",9,9,5,5,5,5,1
389114,389,"PSU 1",142.2611,.96,61.8,72.84,"Four or more years","4-years or more",9,9,5,5,5,5,1
411212,411,"PSU 2",40.4151,.75,45.03,41.42,.d,.d,9,9,2,2,2,1,.d
304206,304,"PSU 2",165.0728,.73,58.52,59.9,"At least 2, but less than 4 years","2-years",9,9,4,4,5,5,0
356223,356,"PSU 2",526.6447,.88,47.48,55.1,.h,.h,9,9,2,2,4,4,.h
411108,411,"PSU 1",40.5392,.7,53.98,43.51,"Four or more years","4-years or more",9,8,4,4,2,2,1
357103,357,"PSU 1",233.114,.75,60.68,50.42,"Four or more years","4-years or more",9,9,5,5,3,3,1
417220,417,"PSU 2",75.8177,.69,63.77,64.59,"At least 2, but less than 4 years","2-years",9,8,5,5,5,5,0
442207,442,"PSU 2",80.1272,.71,51.65,61.14,"Four or more years","4-years or more",9,8,3,3,5,5,1
109230,109,"PSU 2",185.6036,.67,50.03,55.22,"Four or more years","4-years or more",9,8,3,3,4,4,1
397208,397,"PSU 2",79.8098,.96,51.99,61.01,"Four or more years","4-years or more",9,9,3,3,5,5,1
451321,451,"PSU 3",192.0536,.77,68.59,63.11,"Four or more years","4-years or more",9,9,5,5,5,5,1
186225,186,"PSU 2",258.5734,.76,50.32,53.25,"Four or more years","4-years or more",9,9,3,3,4,3,1
278206,278,"PSU 2",50.7527,.95,69.36,54.85,"Four or more years","4-years or more",9,9,5,5,4,4,1
251203,251,"PSU 2",89.8807,.74,55.42,62.49,.c,"no college",9,9,4,4,5,5,0
139109,139,"PSU 1",232.3055,.68,50.94,46.84,"At least 2, but less than 4 years","2-years",9,8,3,3,2,2,0
360105,360,"PSU 1",304.4736,.65,71.53,63.11,"Four or more years","4-years or more",9,8,5,5,5,5,1
318108,318,"PSU 1",141.0873,.88,67.24,75.43,"Four or more years","4-years or more",9,9,5,5,5,5,1
425233,425,"PSU 2",32.5817,.89,54.73,61.88,"Four or more years","4-years or more",9,9,4,4,5,5,1
401203,401,"PSU 2",40.189,.91,54.3,62.12,"Four or more years","4-years or more",9,9,4,4,5,5,1
364102,364,"PSU 1",351.517,.69,40.63,45.61,.c,"no college",9,8,1,1,2,2,0
161214,161,"PSU 2",267.6035,.94,66.09,68.41,"Four or more years","4-years or more",9,9,5,5,5,5,1
140108,140,"PSU 1",332.6966,.9,42.45,38.34,"At least 2, but less than 4 years","2-years",9,9,2,2,1,1,0
407202,407,"PSU 2",138.0175,.82,60.08,59.9,"Four or more years","4-years or more",9,9,5,5,5,5,1
197211,197,"PSU 2",219.5172,.69,49.89,52.88,.d,.d,9,8,3,3,3,3,.d
369207,369,"PSU 2",254.1609,.89,61.81,66.19,"Four or more years","4-years or more",9,9,5,5,5,5,1
425207,425,"PSU 2",112.3697,.66,58.9,51.89,.d,.d,9,8,4,4,3,3,.d
440144,440,"PSU 1",80.9594,.82,63.51,57.93,"Four or more years","4-years or more",9,9,5,5,4,4,1
400108,400,"PSU 1",132.8621,.88,44.69,50.17,.h,.h,9,9,2,2,3,3,.h
212105,212,"PSU 1",262.1435,.85,54.38,51.89,"Four or more years","4-years or more",9,9,4,4,3,3,1
302206,302,"PSU 2",129.7267,.82,63.67,59.9,"Four or more years","4-years or more",9,9,5,5,5,5,1
384208,384,"PSU 2",89.6462,.96,60.81,55.71,"At least 2, but less than 4 years","2-years",9,9,5,5,4,4,0
369213,369,"PSU 2",254.1609,.72,50.43,42.65,.d,.d,9,8,3,3,2,2,.d
154230,154,"PSU 2",187.024,.87,56.71,70.13,"Four or more years","4-years or more",9,9,4,4,5,5,1
311204,311,"PSU 2",636.5395,.72,60.96,58.43,"Four or more years","4-years or more",9,8,5,5,4,4,1
129227,129,"PSU 2",174.1005,.72,56.61,49.68,"Four or more years","4-years or more",9,8,4,4,3,3,1
302231,302,"PSU 2",124.9319,.82,56.51,53.74,"At least 2, but less than 4 years","2-years",9,9,4,4,4,4,0
310212,310,"PSU 2",575.7933,.82,61.15,59.9,"Four or more years","4-years or more",9,9,5,5,5,5,1
453225,453,"PSU 2",112.7323,.8,46.37,41.42,.d,.d,9,9,2,2,2,1,.d
208210,208,"PSU 2",290.5634,.72,46.24,50.05,"At least 2, but less than 4 years","2-years",9,8,2,2,3,3,0
450224,450,"PSU 2",49.3264,.96,70.34,65.82,"Four or more years","4-years or more",9,9,5,5,5,5,1
209211,209,"PSU 2",214.9572,.89,51,53.74,"At least 2, but less than 4 years","2-years",9,9,3,3,4,4,0
419109,419,"PSU 1",95.0952,.71,64.43,59.16,"Four or more years","4-years or more",9,8,5,5,5,5,1
394230,394,"PSU 2",33.2133,.9,57.09,65.2,"Four or more years","4-years or more",9,9,4,4,5,5,1
264214,264,"PSU 2",260.6745,.65,58.77,58.3,"At least 2, but less than 4 years","2-years",9,8,4,4,4,4,0
423112,423,"PSU 1",137.9347,.96,62.47,57.81,"Four or more years","4-years or more",9,9,5,5,4,4,1
289113,289,"PSU 1",90.5276,.84,50.04,50.91,"At least 2, but less than 4 years","2-years",9,9,3,3,3,3,0
184212,184,"PSU 2",238.4928,.81,61.29,66.44,"Four or more years","4-years or more",9,9,5,5,5,5,1
413101,413,"PSU 1",102.7524,.81,46.54,54.73,"Four or more years","4-years or more",9,9,2,2,4,4,1
390213,390,"PSU 2",79.6782,.85,58.81,53.87,"Four or more years","4-years or more",9,9,4,4,4,4,1
129101,129,"PSU 1",385.7402,.69,70.51,68.28,"Four or more years","4-years or more",9,8,5,5,5,5,1
244211,244,"PSU 2",217.358,.7,53.4,35.26,"At least 2, but less than 4 years","2-years",9,8,4,3,1,1,0
213209,213,"PSU 2",222.3073,.82,58.32,53.74,"Four or more years","4-years or more",9,9,4,4,4,4,1
194120,194,"PSU 1",58.8806,.75,50.81,50.79,"At least 2, but less than 4 years","2-years",9,9,3,3,3,3,0
284111,284,"PSU 1",54.9486,.87,53.69,42.65,"Four or more years","4-years or more",9,9,4,4,2,2,1
263208,263,"PSU 2",351.8523,.72,49.39,47.33,.h,.h,9,8,3,3,2,2,.h
393113,393,"PSU 1",78.9357,.8,45.84,56.33,"Four or more years","4-years or more",9,9,2,2,4,4,1
277209,277,"PSU 2",407.6226,.67,53.27,56.33,"Four or more years","4-years or more",9,8,4,3,4,4,1
309123,309,"PSU 1",293.5928,.68,51.33,48.69,"Four or more years","4-years or more",9,8,3,3,3,3,1
230211,230,"PSU 2",126.1956,.89,58.53,48.44,"Four or more years","4-years or more",9,9,4,4,3,3,1
317202,317,"PSU 2",211.2057,.82,66.8,61.14,"Four or more years","4-years or more",9,9,5,5,5,5,1
317206,317,"PSU 2",208.4784,.8,67.97,69.39,"Four or more years","4-years or more",9,9,5,5,5,5,1
428105,428,"PSU 1",107.0595,.77,61.7,73.71,"Four or more years","4-years or more",9,9,5,5,5,5,1
401204,401,"PSU 2",9.8473,.74,63.82,56.21,"Four or more years","4-years or more",9,9,5,5,4,4,1
452113,452,"PSU 1",67.0193,.87,68.21,62.12,"Four or more years","4-years or more",9,9,5,5,5,5,1
422228,422,"PSU 2",52.7005,.86,53.08,60.64,"Four or more years","4-years or more",9,9,4,3,5,5,1
318117,318,"PSU 1",157.9605,.96,50.15,53.74,"Four or more years","4-years or more",9,9,3,3,4,4,1
162101,162,"PSU 1",378.8914,.79,60.86,60.89,"Four or more years","4-years or more",9,9,5,5,5,5,1
271112,271,"PSU 1",290.0579,.89,53.71,60.64,.c,"no college",9,9,4,4,5,5,0
288106,288,"PSU 1",67.9862,.75,47.56,55.96,"At least 2, but less than 4 years","2-years",9,9,2,2,4,4,0
279206,279,"PSU 2",789.497,.94,62.47,51.89,"At least 2, but less than 4 years","2-years",9,9,5,5,3,3,0
127213,127,"PSU 2",321.2755,.94,63.39,63.48,"Four or more years","4-years or more",9,9,5,5,5,5,1
264215,264,"PSU 2",260.6745,.65,60.39,59.29,"Four or more years","4-years or more",9,8,5,5,5,5,1
136208,136,"PSU 2",187.5044,.66,48.66,54.73,.d,.d,9,8,3,3,4,4,.d
452236,452,"PSU 2",43.9152,.86,48.02,55.1,"At least 2, but less than 4 years","2-years",9,9,3,2,4,4,0
216213,216,"PSU 2",367.5114,.7,48.35,42.65,"Four or more years","4-years or more",9,8,3,3,2,2,1
135117,135,"PSU 1",172.9039,.93,44.29,49.06,"Four or more years","4-years or more",9,9,2,2,3,3,1
416115,416,"PSU 1",126.6123,.72,68.13,62.98,"Four or more years","4-years or more",9,8,5,5,5,5,1
320212,320,"PSU 2",160.7132,.7,50.33,58.92,.d,.d,9,8,3,3,5,4,.d
424206,424,"PSU 2",43.3113,.95,49.16,38.59,"At least 2, but less than 4 years","2-years",9,9,3,3,1,1,0
197102,197,"PSU 1",304.8618,.82,44.74,51.4,"At least 2, but less than 4 years","2-years",9,9,2,2,3,3,0
423104,423,"PSU 1",137.9347,.69,48.15,61.51,"At least 2, but less than 4 years","2-years",9,8,3,2,5,5,0
117212,117,"PSU 2",376.9551,.74,67.44,57.07,"Four or more years","4-years or more",9,9,5,5,4,4,1
176115,176,"PSU 1",379.9272,.67,61.8,61.26,"Four or more years","4-years or more",9,8,5,5,5,5,1
321104,321,"PSU 1",362.0898,.86,78.45,70.99,"Four or more years","4-years or more",9,9,5,5,5,5,1
451303,451,"PSU 3",192.0536,.7,43.56,44.01,.d,.d,9,8,2,2,2,2,.d
108120,108,"PSU 1",474.2873,.68,64.72,58.79,"Four or more years","4-years or more",9,8,5,5,5,4,1
372120,372,"PSU 1",129.1039,.65,58.61,50.05,"Four or more years","4-years or more",9,8,4,4,3,3,1
118118,118,"PSU 1",212.2198,.84,52.98,50.42,"Four or more years","4-years or more",9,9,4,3,3,3,1
385106,385,"PSU 1",127.2071,.89,62.24,56.82,"Four or more years","4-years or more",9,9,5,5,4,4,1
411205,411,"PSU 2",40.4151,.81,54.77,61.14,"Four or more years","4-years or more",9,9,4,4,5,5,1
381119,381,"PSU 1",229.9823,.78,57.65,60.89,"Four or more years","4-years or more",9,9,4,4,5,5,1
112120,112,"PSU 1",280.8276,.88,27.42,29.84,"Less than 2-years","less than 2-years",9,9,1,1,1,1,0
179108,179,"PSU 1",45.5658,.8,58.62,46.35,"Four or more years","4-years or more",9,9,4,4,2,2,1
266108,266,"PSU 1",666.2557,.86,65.5,56.58,"Four or more years","4-years or more",9,9,5,5,4,4,1
434108,434,"PSU 1",30.5108,.84,68.51,64.09,"Four or more years","4-years or more",9,9,5,5,5,5,1
274210,274,"PSU 2",37.1387,.67,48.26,56.58,"Four or more years","4-years or more",9,8,3,2,4,4,1
207212,207,"PSU 2",460.7567,.78,61.11,62.98,"Four or more years","4-years or more",9,9,5,5,5,5,1
346204,346,"PSU 2",436.092,.71,59.3,53.62,"Four or more years","4-years or more",9,8,5,4,4,4,1
325120,325,"PSU 1",419.4876,.65,45.48,45.61,"At least 2, but less than 4 years","2-years",9,8,2,2,2,2,0
140205,140,"PSU 2",430.5877,.8,50.49,47.58,"Four or more years","4-years or more",9,9,3,3,3,2,1
109119,109,"PSU 1",90.1845,.72,60.93,57.19,"Four or more years","4-years or more",9,8,5,5,4,4,1
399115,399,"PSU 1",59.6739,.75,59.99,54.48,"Four or more years","4-years or more",9,9,5,5,4,4,1
417104,417,"PSU 1",183.7479,.89,51.73,54.73,"At least 2, but less than 4 years","2-years",9,9,3,3,4,4,0
402204,402,"PSU 2",38.2713,.87,60.02,65.33,"Four or more years","4-years or more",9,9,5,5,5,5,1
362111,362,"PSU 1",241.7599,.66,49.28,50.29,.c,"no college",9,8,3,3,3,3,0
404218,404,"PSU 2",78.2698,.86,66.1,54.73,"Four or more years","4-years or more",9,9,5,5,4,4,1
114121,114,"PSU 1",310.9464,.86,58.43,54.48,"Four or more years","4-years or more",9,9,4,4,4,4,1
287129,287,"PSU 1",64.7751,.66,60.47,60.15,.c,"no college",9,8,5,5,5,5,0
426324,426,"PSU 3",52.2863,.96,59.42,67.91,"At least 2, but less than 4 years","2-years",9,9,5,5,5,5,0
162120,162,"PSU 1",378.8914,.73,44.12,58.43,"At least 2, but less than 4 years","2-years",9,9,2,2,4,4,0
447122,447,"PSU 1",45.0132,.68,53.09,49.31,"Four or more years","4-years or more",9,8,4,3,3,3,1
383106,383,"PSU 1",105.4524,.77,57.66,66.07,.d,.d,9,9,4,4,5,5,.d
302227,302,"PSU 2",124.9319,.72,69.15,63.35,"Four or more years","4-years or more",9,8,5,5,5,5,1
410104,410,"PSU 1",60.2121,.95,47.04,49.18,"Four or more years","4-years or more",9,9,2,2,3,3,1
393216,393,"PSU 2",75.098,.87,59.66,63.97,"Four or more years","4-years or more",9,9,5,5,5,5,1
114107,114,"PSU 1",310.9464,.67,55.64,67.91,"Four or more years","4-years or more",9,8,4,4,5,5,1
290219,290,"PSU 2",72.0267,.75,71.96,60.52,"Four or more years","4-years or more",9,9,5,5,5,5,1
143104,143,"PSU 1",472.346,.86,60.49,50.42,"Four or more years","4-years or more",9,9,5,5,3,3,1
144209,144,"PSU 2",208.7066,.7,37.96,46.23,.c,"no college",9,8,1,1,2,2,0
237112,237,"PSU 1",215.7897,.82,55.19,38.46,"At least 2, but less than 4 years","2-years",9,9,4,4,1,1,0
273211,273,"PSU 2",573.0952,.69,42.94,60.89,"At least 2, but less than 4 years","2-years",9,8,2,2,5,5,0
347123,347,"PSU 1",473.5806,.75,62.17,59.41,"At least 2, but less than 4 years","2-years",9,9,5,5,5,5,0
290223,290,"PSU 2",577.0206,.96,54.39,49.43,"At least 2, but less than 4 years","2-years",9,9,4,4,3,3,0
306205,306,"PSU 2",329.6829,.8,35.89,45.36,.c,"no college",9,9,1,1,2,2,0
217219,217,"PSU 2",304.742,.83,71.26,68.53,"Four or more years","4-years or more",9,9,5,5,5,5,1
442211,442,"PSU 2",80.1272,.89,51.75,55.47,"Four or more years","4-years or more",9,9,3,3,4,4,1
290235,290,"PSU 2",560.8734,.73,43.42,49.55,"At least 2, but less than 4 years","2-years",9,9,2,2,3,3,0
249202,249,"PSU 2",171.7361,.66,51.92,44.99,"Four or more years","4-years or more",9,8,3,3,2,2,1
326104,326,"PSU 1",300.5558,.84,48.14,53.99,"Four or more years","4-years or more",9,9,3,2,4,4,1
436226,436,"PSU 2",27.4499,.72,60.58,56.33,"At least 2, but less than 4 years","2-years",9,8,5,5,4,4,0
186218,186,"PSU 2",258.5734,.69,55.33,58.43,"At least 2, but less than 4 years","2-years",9,8,4,4,4,4,0
148116,148,"PSU 1",247.1177,.84,67.56,62.98,"Four or more years","4-years or more",9,9,5,5,5,5,1
442218,442,"PSU 2",80.1272,.87,52.32,51.89,"Four or more years","4-years or more",9,9,3,3,3,3,1
193224,193,"PSU 2",66.3813,.86,60.84,61.14,"Four or more years","4-years or more",9,9,5,5,5,5,1
241317,241,"PSU 3",192.1305,.95,43.1,60.4,"At least 2, but less than 4 years","2-years",9,9,2,2,5,5,0
300219,300,"PSU 2",147.0327,.79,44.4,42.28,"Four or more years","4-years or more",9,9,2,2,2,2,1
136227,136,"PSU 2",187.5044,.89,39.24,37.35,"At least 2, but less than 4 years","2-years",9,9,1,1,1,1,0
349121,349,"PSU 1",252.3842,.72,37.84,35.26,"At least 2, but less than 4 years","2-years",9,8,1,1,1,1,0
199109,199,"PSU 1",247.4849,.8,62.49,62.37,"Four or more years","4-years or more",9,9,5,5,5,5,1
199213,199,"PSU 2",52.7644,.94,70.27,58.18,"Four or more years","4-years or more",9,9,5,5,4,4,1
210116,210,"PSU 1",203.3398,.71,57.33,67.67,"Four or more years","4-years or more",9,8,4,4,5,5,1
286208,286,"PSU 2",36.5244,.84,42.76,42.9,"Four or more years","4-years or more",9,9,2,2,2,2,1
403219,403,"PSU 2",48.676,.88,61.94,69.52,"Four or more years","4-years or more",9,9,5,5,5,5,1
166231,166,"PSU 2",290.0271,.89,33.85,32.55,"At least 2, but less than 4 years","2-years",9,9,1,1,1,1,0
454211,454,"PSU 2",33.2327,.77,57.04,57.32,"At least 2, but less than 4 years","2-years",9,9,4,4,4,4,0
400105,400,"PSU 1",132.8621,.94,52.09,49.68,"Four or more years","4-years or more",9,9,3,3,3,3,1
243215,243,"PSU 2",209.0829,.69,52.51,52.51,"At least 2, but less than 4 years","2-years",9,8,3,3,3,3,0
435109,435,"PSU 1",121.8725,.84,41.1,50.05,"Four or more years","4-years or more",9,9,1,1,3,3,1
395206,395,"PSU 2",78.5975,.96,63.47,57.56,"Four or more years","4-years or more",9,9,5,5,4,4,1
329114,329,"PSU 1",476.6965,.74,60.52,59.78,"Four or more years","4-years or more",9,9,5,5,5,5,1
393108,393,"PSU 1",78.9357,.75,65.21,66.19,"Four or more years","4-years or more",9,9,5,5,5,5,1
394110,394,"PSU 1",84.2746,.84,74.5,68.04,"Four or more years","4-years or more",9,9,5,5,5,5,1
404116,404,"PSU 1",50.6722,.78,64.01,60.27,"Four or more years","4-years or more",9,9,5,5,5,5,1
410113,410,"PSU 1",12.0567,.7,67.05,72.1,"Four or more years","4-years or more",9,8,5,5,5,5,1
391109,391,"PSU 1",112.7553,.75,54.62,47.21,"Four or more years","4-years or more",9,9,4,4,2,2,1
448214,448,"PSU 2",65.6616,.87,59,62.12,"Four or more years","4-years or more",9,9,5,4,5,5,1
341203,341,"PSU 2",208.3577,.65,62.48,41.91,"Four or more years","4-years or more",9,8,5,5,2,2,1
412201,412,"PSU 2",116.2036,.92,57.46,51.77,"Four or more years","4-years or more",9,9,4,4,3,3,1
